identifiantCandidat,genre,nationalite,serie,mentionAuBac,redoublementTerminale,rangEnTerminale,age,annee
20191003,M,IVOIRIENNE,C,PASSABLE,NON,3,20.0,2019
20191005,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,20.0,2019
20191006,F,IVOIRIENNE,D,BIEN,NON,1,19.0,2019
20191010,M,IVOIRIENNE,C,PASSABLE,NON,3,18.0,2019
20191014,M,IVOIRIENNE,C,PASSABLE,NON,2,22.0,2019
20191017,M,IVOIRIENNE,C,PASSABLE,NON,16,19.0,2019
20191020,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2019
20191033,M,IVOIRIENNE,C,PASSABLE,NON,2,21.0,2019
20191048,M,IVOIRIENNE,BT COMPTABILITE,BIEN,NON,1,19.0,2019
20191052,F,IVOIRIENNE,D,BIEN,NON,15,20.0,2019
20191053,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,7,18.0,2019
20191059,M,IVOIRIENNE,C,BIEN,NON,1,19.0,2019
20191067,M,IVOIRIENNE,F1,ASSEZ-BIEN,OUI,1,20.0,2019
20191069,F,IVOIRIENNE,A2,BIEN,NON,1,18.0,2019
20191073,M,IVOIRIENNE,D,BIEN,NON,1,20.0,2019
20191081,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,18.0,2019
20191087,M,IVOIRIENNE,F4,ASSEZ-BIEN,NON,8,19.0,2019
20191098,M,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2019
20191107,M,IVOIRIENNE,C,PASSABLE,NON,1,20.0,2019
20191108,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,19.0,2019
20191113,M,IVOIRIENNE,C,PASSABLE,NON,19,19.0,2019
20191119,M,IVOIRIENNE,D,BIEN,NON,1,20.0,2019
20191121,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,20.0,2019
20191144,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,18.0,2019
20191158,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,19.0,2019
20191162,M,IVOIRIENNE,F4,PASSABLE,NON,18,19.0,2019
20191165,M,IVOIRIENNE,C,PASSABLE,NON,2,20.0,2019
20191169,M,IVOIRIENNE,C,BIEN,NON,1,20.0,2019
20191177,M,IVOIRIENNE,F4,PASSABLE,NON,6,19.0,2019
20191180,M,IVOIRIENNE,B,PASSABLE,OUI,4,21.0,2019
20191190,M,IVOIRIENNE,D,BIEN,NON,16,22.0,2019
20191194,M,IVOIRIENNE,F4,ASSEZ-BIEN,NON,4,19.0,2019
20191196,M,IVOIRIENNE,F4,ASSEZ-BIEN,NON,10,18.0,2019
20191197,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,17.0,2019
20191203,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,9,19.0,2019
20191205,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,18.0,2019
20191212,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,22.0,2019
20191219,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,6,21.0,2019
20191235,M,IVOIRIENNE,E,PASSABLE,NON,12,19.0,2019
20191236,M,IVOIRIENNE,C,BIEN,NON,4,19.0,2019
20191240,M,IVOIRIENNE,E,PASSABLE,NON,16,19.0,2019
20191241,F,IVOIRIENNE,F4,BIEN,NON,2,19.0,2019
20191242,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,20.0,2019
20191259,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
20191262,M,IVOIRIENNE,F1,PASSABLE,OUI,7,23.0,2019
20191265,M,IVOIRIENNE,F1,ASSEZ-BIEN,OUI,3,22.0,2019
20191267,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,9,20.0,2019
20191277,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,18.0,2019
20191281,M,IVOIRIENNE,E,PASSABLE,NON,7,22.0,2019
20191286,M,IVOIRIENNE,C,PASSABLE,NON,5,23.0,2019
20191289,M,IVOIRIENNE,D,BIEN,NON,1,19.0,2019
20191291,F,IVOIRIENNE,C,PASSABLE,NON,5,21.0,2019
20191292,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2019
20191294,F,IVOIRIENNE,D,BIEN,NON,1,20.0,2019
20191296,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,19.0,2019
20191300,M,BURKINABE,C,ASSEZ-BIEN,NON,3,21.0,2019
20191309,M,IVOIRIENNE,C,PASSABLE,NON,6,18.0,2019
20191310,F,IVOIRIENNE,C,PASSABLE,NON,4,17.0,2019
20191323,M,IVOIRIENNE,C,PASSABLE,NON,5,21.0,2019
20191335,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,22.0,2019
20191338,M,IVOIRIENNE,C,BIEN,NON,1,18.0,2019
20191342,M,IVOIRIENNE,D,BIEN,NON,1,20.0,2019
20191345,M,IVOIRIENNE,C,PASSABLE,NON,17,19.0,2019
20191349,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2019
20191352,M,IVOIRIENNE,F4,PASSABLE,NON,9,18.0,2019
20191358,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2019
20191374,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,22.0,2019
20191375,M,IVOIRIENNE,C,PASSABLE,NON,4,19.0,2019
20191377,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,20.0,2019
20191383,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,7,19.0,2019
20191384,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,8,18.0,2019
20191392,M,IVOIRIENNE,B,PASSABLE,NON,6,20.0,2019
20191401,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,21.0,2019
20191417,F,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2019
20191430,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
20191432,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,19.0,2019
20191435,M,IVOIRIENNE,C,PASSABLE,NON,12,19.0,2019
20191437,M,IVOIRIENNE,D,BIEN,NON,3,19.0,2019
20191441,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,22.0,2019
20191448,M,IVOIRIENNE,F1,ASSEZ-BIEN,NON,2,19.0,2019
20191454,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,18.0,2019
20191458,M,IVOIRIENNE,F1,PASSABLE,NON,17,22.0,2019
20191465,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,8,18.0,2019
20191466,M,IVOIRIENNE,F1,PASSABLE,NON,8,21.0,2019
20191478,F,IVOIRIENNE,D,BIEN,NON,1,21.0,2019
20191479,M,IVOIRIENNE,S,PASSABLE,OUI,8,21.0,2019
20191480,M,IVOIRIENNE,F2,BIEN,NON,1,22.0,2019
20191485,F,IVOIRIENNE,BT COMPTABILITE ET COMMERCE,ASSEZ-BIEN,NON,2,20.0,2019
20191491,M,IVOIRIENNE,E,PASSABLE,NON,22,19.0,2019
20191495,M,IVOIRIENNE,C,PASSABLE,NON,7,21.0,2019
20191498,F,IVOIRIENNE,C,PASSABLE,NON,11,17.0,2019
20191503,M,IVOIRIENNE,C,PASSABLE,NON,8,21.0,2019
20191505,F,IVOIRIENNE,F4,PASSABLE,NON,17,18.0,2019
20191513,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
20191514,F,IVOIRIENNE,D,BIEN,NON,6,19.0,2019
20191516,M,IVOIRIENNE,D,BIEN,NON,1,21.0,2019
20191521,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,8,19.0,2019
20191538,M,IVOIRIENNE,D,BIEN,NON,1,21.0,2019
20191548,M,IVOIRIENNE,D,BIEN,NON,1,19.0,2019
20191549,M,SENEGALAISE,D,ASSEZ-BIEN,NON,1,19.0,2019
20191563,M,IVOIRIENNE,F3,PASSABLE,OUI,12,21.0,2019
20191569,M,IVOIRIENNE,D,BIEN,NON,2,18.0,2019
20191571,F,IVOIRIENNE,C,PASSABLE,NON,17,19.0,2019
20191572,M,IVOIRIENNE,C,PASSABLE,NON,3,22.0,2019
20191580,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,20.0,2019
20191582,F,IVOIRIENNE,D,BIEN,NON,1,19.0,2019
20191585,M,IVOIRIENNE,F4,ASSEZ-BIEN,NON,3,19.0,2019
20191601,F,IVOIRIENNE,E,PASSABLE,NON,2,20.0,2019
20191608,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2019
20191610,M,IVOIRIENNE,B,PASSABLE,NON,2,24.0,2019
20191612,M,IVOIRIENNE,E,ASSEZ-BIEN,NON,3,18.0,2019
20191622,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2019
20191630,F,IVOIRIENNE,D,BIEN,NON,6,18.0,2019
20191631,M,IVOIRIENNE,F3,PASSABLE,NON,7,22.0,2019
20191638,M,IVOIRIENNE,D,BIEN,NON,1,18.0,2019
20191644,M,IVOIRIENNE,F1,ASSEZ-BIEN,NON,1,23.0,2019
20191659,F,IVOIRIENNE,F3,PASSABLE,NON,6,20.0,2019
20191661,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,17,21.0,2019
20191672,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,7,18.0,2019
20191674,M,IVOIRIENNE,D,BIEN,NON,7,19.0,2019
20191684,M,IVOIRIENNE,F3,ASSEZ-BIEN,NON,5,20.0,2019
20191689,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,12,19.0,2019
20191692,M,IVOIRIENNE,F3,PASSABLE,NON,13,20.0,2019
20191697,M,IVOIRIENNE,E,PASSABLE,NON,13,20.0,2019
20191709,F,IVOIRIENNE,C,PASSABLE,NON,2,19.0,2019
20191714,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,18.0,2019
20191715,M,IVOIRIENNE,C,PASSABLE,NON,25,20.0,2019
20191718,F,IVOIRIENNE,A1,BIEN,NON,1,19.0,2019
20191726,F,IVOIRIENNE,F7,PASSABLE,NON,9,22.0,2019
20191732,F,BENINOISE,C,ASSEZ-BIEN,OUI,3,20.0,2019
20191733,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,16,21.0,2019
20191735,M,IVOIRIENNE,F7,ASSEZ-BIEN,NON,1,22.0,2019
20191746,M,IVOIRIENNE,F3,ASSEZ-BIEN,NON,1,19.0,2019
20191775,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,8,19.0,2019
20191777,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,2,19.0,2019
20191778,M,IVOIRIENNE,E,PASSABLE,NON,2,19.0,2019
20191789,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,7,18.0,2019
20191804,M,IVOIRIENNE,D,PASSABLE,NON,2,22.0,2019
20191807,M,IVOIRIENNE,F1,ASSEZ-BIEN,OUI,1,20.0,2019
20191820,M,IVOIRIENNE,B,ASSEZ-BIEN,NON,1,21.0,2019
20191821,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2019
20191826,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
20191849,M,IVOIRIENNE,C,PASSABLE,NON,2,18.0,2019
20191853,M,IVOIRIENNE,BT COMPTABILITE,PASSABLE,NON,2,23.0,2019
20191857,M,IVOIRIENNE,C,PASSABLE,NON,20,19.0,2019
20191860,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,9,20.0,2019
20191861,M,IVOIRIENNE,C,PASSABLE,NON,1,20.0,2019
20191870,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,19.0,2019
20191878,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,20.0,2019
20191881,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,22.0,2019
20191889,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2019
20191893,M,IVOIRIENNE,C,PASSABLE,NON,2,19.0,2019
20191899,M,IVOIRIENNE,D,BIEN,NON,1,20.0,2019
20191904,M,IVOIRIENNE,C,BIEN,NON,1,19.0,2019
20191924,M,IVOIRIENNE,C,PASSABLE,NON,16,18.0,2019
20191926,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,20.0,2019
20191932,F,IVOIRIENNE,B,PASSABLE,NON,2,23.0,2019
20191937,F,IVOIRIENNE,D,BIEN,NON,7,19.0,2019
20191955,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,19.0,2019
20191957,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,23.0,2019
20191958,M,IVOIRIENNE,D,BIEN,NON,3,18.0,2019
20191961,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,12,20.0,2019
20191963,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,19.0,2019
20191964,F,IVOIRIENNE,D,BIEN,NON,1,19.0,2019
20191965,M,IVOIRIENNE,D,BIEN,NON,4,19.0,2019
20191966,M,IVOIRIENNE,D,TRES BIEN,NON,1,19.0,2019
20191971,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,18.0,2019
20191979,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,19.0,2019
20191980,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,20.0,2019
20192006,M,IVOIRIENNE,B,PASSABLE,NON,1,19.0,2019
20192008,M,IVOIRIENNE,C,PASSABLE,NON,12,19.0,2019
20192010,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,8,19.0,2019
20192012,M,IVOIRIENNE,F3,ASSEZ-BIEN,NON,3,22.0,2019
20192013,M,IVOIRIENNE,C,PASSABLE,NON,22,20.0,2019
20192016,F,IVOIRIENNE,C,BIEN,NON,1,18.0,2019
20192019,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,18.0,2019
20192029,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,7,19.0,2019
20192032,F,IVOIRIENNE,D,BIEN,NON,3,19.0,2019
20192034,F,IVOIRIENNE,D,BIEN,NON,2,18.0,2019
20192044,F,IVOIRIENNE,C,PASSABLE,NON,25,20.0,2019
20192052,M,IVOIRIENNE,B,PASSABLE,NON,2,20.0,2019
20192059,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,20.0,2019
20192066,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,9,19.0,2019
20192068,M,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2019
20192072,M,IVOIRIENNE,C,PASSABLE,NON,12,19.0,2019
20192078,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,21.0,2019
20192079,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,7,20.0,2019
20192081,F,IVOIRIENNE,D,BIEN,NON,5,19.0,2019
20192085,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,17.0,2019
20192089,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,10,18.0,2019
20192095,F,IVOIRIENNE,C,PASSABLE,NON,3,18.0,2019
20192096,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,20.0,2019
20192112,M,IVOIRIENNE,F1,PASSABLE,NON,9,19.0,2019
20192127,M,IVOIRIENNE,D,TRES BIEN,NON,4,19.0,2019
20192134,M,IVOIRIENNE,E,PASSABLE,NON,4,19.0,2019
20192163,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,2,19.0,2019
20192176,F,IVOIRIENNE,C,PASSABLE,NON,11,18.0,2019
20192181,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,20.0,2019
20192190,F,IVOIRIENNE,C,PASSABLE,NON,2,20.0,2019
20192211,M,IVOIRIENNE,C,PASSABLE,NON,18,20.0,2019
20192224,M,IVOIRIENNE,D,BIEN,NON,3,19.0,2019
20192229,M,IVOIRIENNE,C,PASSABLE,NON,8,20.0,2019
20192235,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,22.0,2019
20192236,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,16,22.0,2019
20192243,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2019
20192244,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2019
20192245,F,IVOIRIENNE,D,BIEN,NON,7,21.0,2019
20192264,M,IVOIRIENNE,C,PASSABLE,NON,2,22.0,2019
20192265,M,IVOIRIENNE,C,PASSABLE,NON,24,19.0,2019
20192269,M,IVOIRIENNE,E,PASSABLE,NON,15,19.0,2019
20192274,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2019
20192276,M,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2019
20192280,F,IVOIRIENNE,D,BIEN,NON,1,20.0,2019
20192282,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,14,18.0,2019
20192287,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,19,18.0,2019
20192292,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,28,19.0,2019
20192293,M,IVOIRIENNE,C,PASSABLE,NON,9,21.0,2019
20192306,M,IVOIRIENNE,D,BIEN,NON,5,19.0,2019
20192314,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,22,19.0,2019
20192337,M,IVOIRIENNE,A1,BIEN,NON,1,20.0,2019
20192339,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,22.0,2019
20192347,M,IVOIRIENNE,C,PASSABLE,NON,21,19.0,2019
20192350,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,5,19.0,2019
20192351,M,IVOIRIENNE,D,BIEN,NON,1,20.0,2019
20192358,M,IVOIRIENNE,D,BIEN,NON,6,20.0,2019
20192360,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
20192366,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,19.0,2019
20192367,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,20.0,2019
20192374,F,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2019
20192377,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,20.0,2019
20192435,M,IVOIRIENNE,D,BIEN,NON,3,20.0,2019
20192440,F,IVOIRIENNE,D,BIEN,NON,1,18.0,2019
20192448,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2019
20192451,F,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,17.0,2019
20192466,M,IVOIRIENNE,D,BIEN,NON,3,22.0,2019
20192490,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2019
20192495,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,17.0,2019
20192512,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2019
20192521,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,20.0,2019
20192522,M,IVOIRIENNE,C,PASSABLE,NON,6,18.0,2019
20192523,F,IVOIRIENNE,C,PASSABLE,NON,5,19.0,2019
20192559,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,19.0,2019
20192566,M,IVOIRIENNE,C,PASSABLE,NON,8,19.0,2019
20192568,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,8,19.0,2019
20192570,M,IVOIRIENNE,BT MAINTENANCE ELECTROMECANIQUE,ASSEZ-BIEN,NON,2,22.0,2019
20192572,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2019
20192575,M,IVOIRIENNE,C,PASSABLE,NON,3,18.0,2019
20192581,M,IVOIRIENNE,F2,PASSABLE,NON,1,24.0,2019
20192584,M,BURKINABE,C,ASSEZ-BIEN,NON,7,19.0,2019
20192587,M,IVOIRIENNE,D,BIEN,NON,4,20.0,2019
20192596,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,10,18.0,2019
20192607,F,IVOIRIENNE,D,BIEN,NON,10,19.0,2019
20192615,M,IVOIRIENNE,D,BIEN,NON,6,18.0,2019
20192617,M,IVOIRIENNE,F1,PASSABLE,NON,9,22.0,2019
20192623,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2019
20192628,M,IVOIRIENNE,C,PASSABLE,NON,7,18.0,2019
20192634,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2019
20192642,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,19.0,2019
20192653,M,IVOIRIENNE,C,BIEN,NON,1,18.0,2019
20192657,M,IVOIRIENNE,C,PASSABLE,NON,2,20.0,2019
20192658,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
20192666,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,25,19.0,2019
20192668,F,IVOIRIENNE,A2,PASSABLE,NON,1,19.0,2019
20192679,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,2,19.0,2019
20192691,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,2,22.0,2019
20192702,F,IVOIRIENNE,D,BIEN,NON,9,18.0,2019
20192717,M,IVOIRIENNE,D,BIEN,NON,1,19.0,2019
20192722,M,IVOIRIENNE,D,BIEN,NON,1,18.0,2019
20192730,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,22.0,2019
20192736,F,IVOIRIENNE,A1,BIEN,NON,2,19.0,2019
20192745,F,IVOIRIENNE,G2,ASSEZ-BIEN,NON,3,21.0,2019
20192747,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2019
20192779,M,IVOIRIENNE,F2,BIEN,NON,1,20.0,2019
20192787,M,IVOIRIENNE,C,PASSABLE,NON,2,18.0,2019
20192815,M,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2019
20192816,M,IVOIRIENNE,F1,ASSEZ-BIEN,OUI,5,23.0,2019
20192823,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2019
20192828,M,IVOIRIENNE,C,PASSABLE,NON,24,20.0,2019
20192845,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,18.0,2019
20192857,F,IVOIRIENNE,F3,PASSABLE,NON,8,22.0,2019
20192863,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,19.0,2019
20192910,F,IVOIRIENNE,F3,PASSABLE,NON,8,19.0,2019
20192911,F,IVOIRIENNE,G2,BIEN,NON,1,18.0,2019
20192918,M,IVOIRIENNE,F7,ASSEZ-BIEN,NON,3,23.0,2019
20192927,F,IVOIRIENNE,B,PASSABLE,NON,2,23.0,2019
20192944,M,IVOIRIENNE,B,PASSABLE,NON,1,22.0,2019
20192955,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,18.0,2019
20192979,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,22.0,2019
20193001,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,20.0,2019
20193010,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,18.0,2019
20193029,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,18.0,2019
20193040,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
20193042,M,IVOIRIENNE,D,BIEN,NON,2,20.0,2019
20193047,M,IVOIRIENNE,C,PASSABLE,NON,11,20.0,2019
20193059,M,IVOIRIENNE,C,PASSABLE,NON,7,20.0,2019
20193064,M,IVOIRIENNE,C,PASSABLE,NON,15,19.0,2019
20193075,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,18.0,2019
20193080,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,16,20.0,2019
20193100,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,17.0,2019
20193121,M,IVOIRIENNE,D,PASSABLE,NON,26,19.0,2019
20193136,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,20.0,2019
20193143,F,IVOIRIENNE,D,BIEN,NON,6,19.0,2019
20193149,M,IVOIRIENNE,D,BIEN,NON,9,18.0,2019
20193153,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,1,19.0,2019
20193154,M,IVOIRIENNE,C,PASSABLE,NON,5,20.0,2019
20193166,F,IVOIRIENNE,F2,BIEN,NON,3,20.0,2019
20193167,M,IVOIRIENNE,C,PASSABLE,NON,8,21.0,2019
20193179,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,17,19.0,2019
20193190,F,IVOIRIENNE,D,BIEN,NON,1,19.0,2019
20193191,M,IVOIRIENNE,B,PASSABLE,NON,1,20.0,2019
20193223,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
20193247,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,20.0,2019
20193269,M,IVOIRIENNE,C,PASSABLE,NON,29,19.0,2019
20193286,F,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2019
20193362,M,IVOIRIENNE,D,BIEN,NON,2,21.0,2019
20193368,F,IVOIRIENNE,D,BIEN,NON,1,19.0,2019
20193387,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,21.0,2019
20193398,F,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2019
20193403,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,18.0,2019
20193408,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2019
20193426,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2019
20193427,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,22.0,2019
20193432,M,IVOIRIENNE,C,PASSABLE,NON,8,19.0,2019
20193450,F,IVOIRIENNE,D,BIEN,NON,13,19.0,2019
20193455,F,IVOIRIENNE,BT CONTROLE QUALITE,ASSEZ-BIEN,NON,1,25.0,2019
20193475,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,20.0,2019
20193492,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,21.0,2019
20193499,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,4,20.0,2019
20193525,F,IVOIRIENNE,A1,BIEN,NON,1,18.0,2019
20193529,M,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2019
20193567,M,IVOIRIENNE,B,PASSABLE,NON,1,21.0,2019
20193597,F,IVOIRIENNE,C,PASSABLE,NON,19,19.0,2019
20193600,M,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2019
20193603,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,17.0,2019
20193614,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2019
20193620,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2019
20193627,F,IVOIRIENNE,D,BIEN,NON,3,19.0,2019
20193632,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,18.0,2019
20193645,M,IVOIRIENNE,B,ASSEZ-BIEN,NON,3,20.0,2019
20193665,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,22.0,2019
20193667,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,20.0,2019
20193672,M,IVOIRIENNE,C,PASSABLE,NON,19,19.0,2019
20193694,M,IVOIRIENNE,C,PASSABLE,NON,12,19.0,2019
20193706,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,15,20.0,2019
20193743,F,IVOIRIENNE,D,BIEN,NON,4,20.0,2019
20193770,M,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2019
20193771,M,NIGERIENNE,C,PASSABLE,NON,1,18.0,2019
20193788,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2019
20193789,M,IVOIRIENNE,D,BIEN,NON,15,22.0,2019
20193804,M,IVOIRIENNE,S,ASSEZ-BIEN,NON,6,20.0,2019
20193830,M,IVOIRIENNE,C,PASSABLE,NON,2,18.0,2019
20193840,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,19.0,2019
20193841,M,IVOIRIENNE,C,PASSABLE,NON,3,21.0,2019
20193847,F,IVOIRIENNE,C,PASSABLE,NON,2,17.0,2019
